,business_id,name,state,address,review_count,burger_total_reviews,burger_average_rating
144,M2SjLXsuAy5RNKwxaA5E1g,House of Blues,NV,"Mandalay Bay Hotel, 3950 Las Vegas Blvd S, The Strip, Las Vegas, NV 89119",462,31,3.29
145,nQK95GJD_KB-bc_g14bD9g,Mermaid Cafe,WI,"1929 Winnebago St, Schenk - Atwood, Madison, WI 53704",31,3,4.33
146,dsMvINhoQbIQgSRTBv2B6g,Caffe Boa Ahwatukee,AZ,"5063 E Elliot Rd, Phoenix, AZ 85044",93,2,3.0
147,ABrSt3fsirLrUYNVrD3fbQ,The Greene House,AZ,"15024 N Scottsdale Rd, Ste 100, Scottsdale, AZ 85254",201,20,3.6
148,EWMwV5V9BxNs_U6nNVMeqw,FEZ,AZ,"3815 N Central Ave, Phoenix, AZ 85012",1046,398,4.22
149,5rtC3OBCIq0WKVoKH--GCg,Bradley Ogden,NV,"Caesars Palace, 3570 Las Vegas Blvd, The Strip, Las Vegas, NV 89109",198,58,4.12
150,fq3TCuBBaKtRnibcSoRHpQ,T.G.I. Friday's,AZ,"2501 W Happy Valley Rd, Phoenix, AZ 85027",34,2,2.5
151,1nO6ffHEwZYFBzEsyw1w7w,FIX,NV,"Bellagio, 3600 S Las Vegas Blvd, The Strip, Las Vegas, NV 89109",367,38,3.61
152,ZNdsRbGeOfrYYPRl6AziCQ,Michael Mina,NV,"Bellagio Resort &Casino, 3600 S Las Vegas Blvd, The Strip, Las Vegas, NV 89109",370,1,5.0
153,aGulqXnFmpOh_5Qh96uBng,Alex,NV,"Wynn Las Vegas, 3131 Las Vegas Blvd S, Eastside, Las Vegas, NV 89109",128,1,3.0
154,vaq5SJubaZjIoGhgkwxxUA,Terrace Pointe Café,NV,"3131 Las Vegas Blvd. South, The Strip, Las Vegas, NV 89109",366,47,3.47
155,i2gLXa-MSAS-9oU8K_rnYQ,Bloom,AZ,"8877 N Scottsdale Rd, Ste 402, Scottsdale, AZ 85253",79,3,4.33
156,tdeHd2AVYlEnz9F1UGb84Q,ZuZu at Hotel Valley Ho,AZ,"6850 E Main St, Scottsdale, AZ 85251",202,24,3.75
157,UL3OMN_c-NXHlyb97pDifA,Yard House,AZ,"7014 East Camelback Rd, Scottsdale, AZ 85251",246,25,3.92
158,GJp4zTQPPsCEkUitopGfAQ,Stack Restaurant & Bar,NV,"The Mirage Resort and Casino, 3400 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",380,33,3.67
159,Ez2MFsVT5lJZ05yvK_0AXQ,Pita Jungle,AZ,"7366 E. Shea Blvd., Scottsdale, AZ 85260",286,20,4.25
160,4waggbCK-MSE9dbIdSMfPA,Compass Arizona Grill,AZ,"The Hyatt Regency, 122 N Second St, Phoenix, AZ 85004",135,1,4.0
161,qXG8IlKuvy5k9fJ3y2gLgg,Nobhill Tavern by Michael Mina,NV,"3799 Las Vegas Blvd S, Eastside, Las Vegas, NV 89109",322,28,3.86
162,rXEGCpdboVwczMIDZuXXaA,Sardine,WI,"617 Williamson St, Williamson - Marquette, Madison, WI 53703",191,10,4.7
163,rZbHg4ACfN3iShdsT47WKQ,Bobby Q,AZ,"8501 N 27th Ave, Phoenix, AZ 85051",720,48,4.62
164,45CkLZEIYK4KLDAb5GvxEg,Elephant Bar Restaurant,NV,"2270 Village Walk Dr, Anthem, Henderson, NV 89052",158,14,3.14
165,UpMR63WZgIn8VDKnYpDwXA,Cafe Bellagio,NV,"Bellagio Resort &Casino, 3600 S Las Vegas Blvd, The Strip, Las Vegas, NV 89109",447,62,3.11
166,Ydc74ermKp1L4fYOrPvzXw,Stoudemire's Downtown,AZ,"3 S 2nd St, Phoenix, AZ 85004",18,1,3.0
167,aUHHfCiFtGhN5R6KXCsBKw,Fenix Eatery & Bar,AZ,"3943 E Camelback Rd, Phoenix, AZ 85018",11,1,1.0
168,uCoNIQty4nPrhn_WHo110A,The Cheesecake Factory,NV,"3500 South Las Vegas Blvd., The Strip, Las Vegas, NV 89109",272,18,3.33
169,xfwRO04KbAPw_zRotCfWQQ,Hash House A Go Go,NV,"6800 W Sahara Ave, Westside, Las Vegas, NV 89146",2201,147,3.89
170,_oBxfuBd2qDEWaYsdvP_dg,Gordon Biersch Brewery Restaurant,AZ,"6915 N 95th Ave, Glendale, AZ 85305",91,12,2.83
171,NK-8zniVfA21IQoQCynrDg,America,NV,"New York New York Hotel & Casino, 3790 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",234,19,2.68
172,cdacUBBL2tDbDnB1EfhpQw,Cafe Carumba,AZ,"7303 E Indian School Rd, Scottsdale, AZ 85251",67,6,3.33
173,53YGfwmbW73JhFiemNeyzQ,Olive & Ivy,AZ,"7135 E Camelback Rd, Ste 195, Scottsdale, AZ 85251",654,6,3.33
174,-yxfBYGB6SEqszmxJxd97A,Quiessence Restaurant,AZ,"6106 S 32nd St, Phoenix, AZ 85042",128,3,4.33
175,RDX_MLThtKVPb22TvJh9rQ,7th Heaven Eatery,AZ,"2501 E Camelback Rd, Phoenix, AZ 85016",10,1,3.0
176,WS1XuIez_2KP-3RJD-r9kg,THEcafe at THEhotel,NV,"Mandalay Bay Resort and  Casino, 3950 S Las Vegas Blvd, The Strip, Las Vegas, NV 89109",123,6,3.67
177,kFmud3f8H8GSO8eeHDNfrA,Table 34,NV,"600 E Warm Springs Rd, Southeast, Las Vegas, NV 89119",92,3,4.0
178,irNhzcao8kH6XkNeE916zA,Fusion Restaurant and Lounge,AZ,"4441 N Buckboard Trl, Scottsdale, AZ 85251",6,2,5.0
179,_fcEpudbiTB4o9wLJ-egTA,Grand Café,NV,"Green Valley Ranch Resort & Spa, 2300 Paseo Verde Pkwy, Anthem, Henderson, NV 89052",48,2,3.5
180,4uDW2Rp9eAPL5BUd5C5-bA,Kona Grill,NV,"750 S Rampart Blvd, Westside, Las Vegas, NV 89145",311,15,3.47
181,G05ZBbJG1anbt7sOE4GjgA,Regal Beagle,AZ,"6045 W Chandler Blvd, Ste A7, Chandler, AZ 85226",9,2,3.5
182,eyYyJ2aOOo0sLHU_ThextQ,Zodie's,NV,"3055 E Flamingo Rd, Eastside, Las Vegas, NV 89121",6,1,4.0
183,K8H3xHHqQU4ptS-KMU1Rpg,Chaser's Bar and Grille,WI,"319 W Gorham St, Capitol, Madison, WI 53703",25,4,1.75
184,BW1JCE3Qj4uIokg7kLUL7w,Wolfgang Puck Bar and Grill,NV,"MGM Grand Hotel and Casino, 3799 Las Vegas Blvd S, Eastside, Las Vegas, NV 89109",767,84,4.0
185,8cL7aJVKTYmLguzXEAS3Lw,Yard House,AZ,"21001 North Tatum Blvd, Phoenix, AZ 85050",208,33,3.73
186,zG_wv69bsllw_PWhOmoAKQ,Tarbell's,AZ,"3213 E Camelback Rd, Phoenix, AZ 85018",160,2,4.5
187,fZVZeZJkziJ7B1rIcmT3Iw,Sierra Gold,NV,"6515 S Jones Blvd, Spring Valley, Las Vegas, NV 89118",116,7,3.29
188,hJVt1P4FOvj-soabliLdaA,Rock-n-Roll Fingers,AZ,"937 E Broadway, Tempe, AZ 85282",89,2,5.0
189,vEeiIvhzz29rO-6EPFqkjQ,Tableau,NV,"3131 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",207,12,3.58
190,yJMLD-6AggZNdC-GonVBsA,Binkley's,AZ,"6920 E Cave Creek Rd, Cave Creek, AZ 85331",171,3,2.0
191,wJ-JsU531VcSKta0oFh15Q,D'Vine Bistro & Wine Bar,AZ,"2837-101 N Power Rd, Ste 101, Mesa, AZ 85207",82,3,4.67
192,tg1xGdWUMX02XD6AVb-kxw,Gray's Tied House,WI,"950 Kimball Ln, Verona, WI 53593",41,15,3.53
193,AGLuEB0Tqy2gvuyRT2tnlg,Cafe Bistro,AZ,"5101 N Scottsdale Rd, Scottsdale, AZ 85250",3,1,5.0
194,w19cemjVR8u02PgjFpJ7Mw,Pita Jungle,AZ,"4340 E. Indian School Rd., Phoenix, AZ 85018",242,17,3.76
195,bNOx8Q50Q6bLxjSBmQDpwg,Bob's Big Boy,NV,"7125 N Durango, Centennial, Las Vegas, NV 89149",6,1,1.0
196,zORdAIouXrGO1yU4sIMweg,BJ's Restaurant & Brewhouse,NV,"10840 West Charleston, Summerlin, Summerlin, NV 89135",240,34,3.76
197,H0QkByri08NTgd8KEdyCsw,Extreme Pita,AZ,"777 S College Ave, Tempe, AZ 85281",7,1,3.0
198,YyYQgZR-6bG0gSZlsM20uA,Waters Edge Restaurant,AZ,"13014 N Saguaro Blvd, Fountain Hills, AZ 85268",5,1,5.0
199,yMhjh0ASFZscz0QlLxAj0w,Native New Yorker Restaurant,AZ,"23706 S Power Rd, Queen Creek, AZ 85142",19,2,1.0
200,7TMf1NuuAdvhG7IojZSKnw,Zipps Sports Grill,AZ,"3950 W Ray Rd, Chandler, AZ 85226",92,25,3.8
201,DAIBZ-I6i5wEUsxEolzXBA,Chick-fil-A,AZ,"16657 N 83rd Ave, Peoria, AZ 85382",60,1,5.0
202,R1ySBCVS2eQf-s0Z4ifIug,The Gilbert House,AZ,"397 S Gilbert Rd, Gilbert, AZ 85296",102,3,4.0
203,uyg5_fHXJe837GXd-4yiSQ,Native New Yorker,AZ,"21164 N John Wayne Pkwy, Maricopa, AZ 85239",51,4,2.25
204,uKSX1n1RoAzGq4bV8GPHVg,St Francis Restaurant,AZ,"111 E Camelback Rd, Phoenix, AZ 85012",743,100,4.03
205,VXivZOUYeKBFFab9JVHOSA,The Market By Jennifer's,AZ,"3603 E Indian School Rd, Ste A, Phoenix, AZ 85018",39,2,3.0
206,6TH_CEK34v6vwHE3BBMkpg,Long Wong's,AZ,"1455 S Stapley Dr, Mesa, AZ 85204",30,4,2.75
207,XgfKcL7eBJE9B66qoaIlJQ,Freed's Bakery,NV,"9815 S Eastern Ave, Southeast, Las Vegas, NV 89183",253,1,4.0
208,xx8DVj1NQfJR33B9e8t5vg,Fireside Restaurant & Tavern,NV,"1785 E Cactus Ave, Southeast, Las Vegas, NV 89183",51,7,4.43
209,yXtCzVqUR6WYARQdawyevw,Charlie Palmer Steak,NV,"3960 S Las Vegas Boulevard, The Strip, Las Vegas, NV 89119",216,1,1.0
210,Pz7SWZQhxL6ZbhL9jE2NTA,MIX,NV,"Mandalay Bay Resort & Casino, 3950 Las Vegas Boulevard, The Strip, Las Vegas, NV 89119",878,7,4.0
211,-8NkeBMgbGX97In5NEZtqA,Quark's Bar & Restaurant,NV,"Star Trek The Experience, 3000 Paradise Rd, Eastside, Las Vegas, NV 89109",42,1,1.0
212,P8-k3G0pCBmOcfNaA63oLg,PT's,NV,"310 E Warm Springs Rd, Southeast, Las Vegas, NV 89119",6,1,3.0
213,iDQK85-DyIlSpTz_XhkZVA,The Cheesecake Factory,NV,"The District at Green Valley Ranch, 160 S Green Valley Pky, Henderson, NV 89052",168,18,3.39
214,ywnY2EoUlboGgmXTuczbYQ,PT's,NV,"4424 W Spring Mountain Rd, Chinatown, Las Vegas, NV 89102",24,1,3.0
215,oVfM3YqMRE1Dglf7cmvb2w,David Burke,NV,"The Venetian, 3355 Las Vegas Blvd S, Westside, Las Vegas, NV 89109",84,1,2.0
216,7_7fxuG9ESAFmx-AiMsJHg,Bar Smith,AZ,"130 E Washington St, Phoenix, AZ 85004",97,1,4.0
217,QQplckr0yVO-8DSPFpbGBQ,SKYE,AZ,"16844 N Arrowhead Fountain Center Dr, Peoria, AZ 85382",38,2,3.5
218,UCid2Tas6K4SB9sHO9gQ8w,Elephant Bar Restaurant,AZ,"3405 W Chandler Blvd, Chandler, AZ 85226",133,12,3.17
219,ViiR9YbakbwMBBbaBaaVjg,Riva by Wolfgang Puck,NV,"3355 Las Vegas Blvd N, The Venetian Hotel, Eastside, Las Vegas, NV 89109",27,1,2.0
220,9CLZ-Uwv3nmOlbbGCIhvrQ,Ocean One Bar and Grille,NV,"3785 Las Vegas Blvd S, Ste 620, The Strip, Las Vegas, NV 89136",174,21,2.33
221,4TqCyWoWmUpghIVAiSo--g,Basis New American,AZ,"410 E Thunderbird Rd, Phoenix, AZ 85022",18,4,4.0
222,LkUW-NhcFg21GV9IgiUw0A,S'Bistro,AZ,"124 W Main St, Mesa, AZ 85201",8,1,4.0
223,_45p8kOA__aNycVVe-n-KA,Planet Dailies,NV,"3667 Las Vegas Blvd. S., The Strip, Las Vegas, NV 89109",385,33,2.94
224,IVc23uY-36WUNYoIbz42Fg,Switch Restaurant & Wine Bar,AZ,"2603 N Central Ave, Phoenix, AZ 85004",512,88,4.01
225,JyJDtNQYszK_MmEmzhkoDw,PT's,NV,"10075 S Eastern Ave, Anthem, Henderson, NV 89052",25,3,3.0
226,i213sY5rhkfCO8cD-FPr1A,BJ's Restaurant & Brewhouse,AZ,"21001 North Tatum Blvd., Phoenix, AZ 85050",132,14,3.64
227,rSWmudRS67yE-j0Ew2i-mw,Cafe Forte,AZ,"7032 E Main St, Scottsdale, AZ 85251",37,2,4.5
228,mergQjOh4vok_U1Jg8rVzQ,NM Cafe,NV,"Fashion Show Mall Neiman Marcus, 3200 Las Vegas Blvd S, Ste 100, The Strip, Las Vegas, NV 89136",28,6,3.5
229,q9_N4b26UhGAYicjueUinQ,Yucca Tap Room,AZ,"29 W Southern Ave, Tempe, AZ 85282",121,4,3.75
230,bwaj94niH8eOG5p31IKB6Q,Sierra Gold,NV,"1341 W Warm Springs Rd, Henderson, NV 89014",36,4,2.0
231,5tey93wPQOb7z6jOLJZ30w,Half Moon Sports Grill,AZ,"288 E Greenway Pkwy, Ste 103, Phoenix, AZ 85022",108,24,3.25
232,tvyOw9dBJ-ds5fEXMTjzfQ,Clarendon Kitchen + Bar C4,AZ,"401 W Clarendon Ave, Phoenix, AZ 85013",29,9,3.0
233,PCTG40ydF3jtWg0b6YSTJQ,Bongo's Bar & Grill,AZ,"4080 W Ray Rd, Ste 26, Chandler, AZ 85226",17,3,3.67
234,pDXv67UQjBKScEgGhc5yLg,Catch 22 Sports Grill,AZ,"18725 N 32nd St, Phoenix, AZ 85050",70,18,2.89
235,CcIJKgrjOv8mIEn-a7M5vw,Madelyn's,AZ,"39504 N Daisy Mountain Dr, Anthem, AZ 85086",4,2,4.5
236,0qPmDwHa9NdvvIOgerR8HQ,Canal Restaurant,AZ,"7144 E Stetson Drive, Ste 250, Scottsdale, AZ 85251",40,3,3.67
237,gvtwlFW29b92qcYUAH_v2w,Gordon Biersch Brewery Restaurant,NV,"750 S Rampart Blvd, Ste 16, Westside, Las Vegas, NV 89145",148,16,3.5
238,VO13q-11lh7St1gd7JPI3Q,Grand Lux Cafe,AZ,"7014 E Camelback Rd, Ste 1023, Scottsdale, AZ 85251",104,15,3.07
239,Gq092IH6eZqhAXwtXcwc6A,SanTan Brewing Company,AZ,"8 S San Marcos Plz, Chandler, AZ 85225",469,107,4.07
240,GjvIDOEhdQB1oPrFeSpxBw,Gordon Biersch,AZ,"18545 N Allied Way, Phoenix, AZ 85054",82,13,3.31
241,ruhhxpj8IrxwMh25eFaKLQ,California Pizza Kitchen,AZ,"1850 South Val Vista Dr, Mesa, AZ 85204",35,1,2.0
242,YeDYa6tYL16CyqYvUVOtLw,Margaritaville,AZ,"6751 N Sunset Blvd, Ste E109, Glendale, AZ 85305",161,29,2.86
243,supigcPNO9IKo6olaTNV-g,1130 The Restaurant,AZ,"455 N 3rd St, Ste 1130, Phoenix, AZ 85004",107,16,2.81
244,2VpSPb8IVXNqyVY5n7caGg,ASAP California Pizza Kitchen,AZ,"Phoenix International Airport, 3400 E Sky Harbor Blvd, Terminal 4 near Gate 10, Phoenix, AZ 85034",15,1,3.0
245,CdWrHBOvTZ6i0Z37iFaV3g,Javino's,AZ,"14795 N Northsight Blvd, Scottsdale, AZ 85260",31,1,4.0
246,aMxgW7RlILhF-vcD-sihhg,Granite City,WI,"72 W Towne Mall, Madison, WI 53719",67,17,3.82
247,Xn_vBRM_vpy6uhnEBIpt-g,Phil's Grill,AZ,"Grayhawk Country Club, 8620 E. Thompson Peak Pkwy, Scottsdale, AZ 85255",9,1,5.0
248,o5Xu5zGBgL4jruUXudm2yQ,California Pizza Kitchen,NV,"6659 Las Vegas Blvd South, Bldg C1, STE 100, Southeast, Las Vegas, NV 89119",75,1,4.0
249,At3-UbbYlmBAXYt1edegrQ,Fine's Cellar,AZ,"7051 E 5th Ave, Scottsdale, AZ 85251",19,3,4.0
250,BXZvqVclZMv-1_xHCdgOCA,Friday's,WI,"1610 Deming Way, Middleton, WI 53562",16,1,2.0
251,84bLhe1aibxNmogtqSO4rA,Blue Martini,NV,"6593 Las Vegas Blvd S, Ste 214, Southeast, Las Vegas, NV 89119",441,1,4.0
252,KoJ4jNSmqYbmKqcoh-2dNA,Arizona Roadhouse 66,AZ,"Sky Harbor International Airport, B Terminal, Gates 1-14, Phoenix, AZ 85073",22,1,1.0
253,QozXMHqNzkVutP-FhcP30w,Table 10,NV,"The Palazzo, 3327 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",401,17,3.12
254,ymwr8OUokLLxG89gjJ1hjw,The Estate House,AZ,"7134 E Stetson Dr, Ste 200, Scottsdale, AZ 85251",43,1,4.0
255,j_pce4pG9krrBeYwUni8Pg,Yard House,NV,"6593 Las Vegas Blvd S., Southeast, Las Vegas, NV 89119",641,79,3.81
256,gI4jThFNwy73SzaNvi-1dw,Ling & Louie's Asian Bar and Grill,AZ,"9397 E Shea Blvd, Ste 125, Scottsdale, AZ 85260",130,2,4.0
257,C1xxQe1cJAnM13oJRdT75w,American Grill,NV,"9055 S Eastern Ave, Southeast, Las Vegas, NV 89123",5,2,2.5
258,qd1ajiZRCwqEQJqCgoN1wg,The Herb Box,AZ,"DC Ranch, 20707 N Pima Rd, Ste 140-145, Scottsdale, AZ 85255",149,8,4.0
259,iV7D7fHKb-bF9fCL_bEMtA,Cork Restaurant,AZ,"4991 S Alma School Rd, Ste 101, Chandler, AZ 85248",148,7,4.0
260,MFPk16G7fAxnCKTyfjw8Vw,Pita Jungle,AZ,"1850 W. Southern Ave., Mesa, AZ 85202",112,8,4.0
261,0mPrp8m_caTxdSGfIxNtTw,Tommy Bahama Restaurant & Bar - Las Vegas,NV,"6635 Las Vegas Blvd. South, Southeast, Las Vegas, NV 89119",205,15,4.33
262,OBUQ86JDhbGWdSxmyIt7Dw,DJT,NV,"Trump International Hotel & Tower, 2000 Fashion Show Dr, The Strip, Las Vegas, NV 89109",51,6,3.0
263,_FBnbgbEwaZshbuoUoSBfA,Simon Restaurant and Lounge,NV,"The Palms, 4381 W Flamingo Rd, Las Vegas, NV 89103",319,11,4.09
264,AaKlegu7gmOCD4rEESF76Q,Maizie's Cafe & Bistro,AZ,"4750 N Central Ave, Phoenix, AZ 85012",336,123,3.96
265,AIN4FSq5ZM4Il5BzXzMNXg,Cracker Barrel Old Country Store,AZ,"1007 N Dobson Rd, Mesa, AZ 85201",89,2,2.5
266,QBJrNGuM7A8V3amEKBlpOw,McFadden's,NV,"Rio Hotel and Casino, 3700 W Flamingo Rd, Las Vegas, NV 89103",55,13,2.08
267,H2pm7yVZci7M5RKhAOYzuA,Claim Jumper,NV,"6629 Las Vegas Blvd S, Southeast, Las Vegas, NV 89119",163,13,3.46
268,He9Dar4bk2vyeiPC7TkUgA,Eddie's House,AZ,"7042 E Indian School Rd, Scottsdale, AZ 85250",208,12,3.25
269,1ZCX18x3LgCNAH4H41QZ-Q,Turf Grill,NV,"Green Valley Ranch Resort & Spa, 2313 Paseo Verde Dr, Anthem, Henderson, NV 89052",8,6,3.83
270,WQc22qucCCtOytbx5CHqbw,Nellie Cashman's Monday Club Cafe,AZ,"The Westin Kierland Resort & Spa, 6902 E Greenway Pkwy, Scottsdale, AZ 85254",19,2,3.5
271,SfzHZTjbQ1yHBFNrtaFtsQ,Great Steak & Potato,NV,"McCarran International Airport, Southeast, Las Vegas, NV 89119",40,1,2.0
272,1hTBIFVqHfI1hRpdS8iIgg,Vogue Bistro,AZ,"15411 W Waddell Rd, Surprise, AZ 85379",126,38,4.24
273,Oq3JpmsRsNVKbwKScAP-nw,Blue Sage,AZ,"5350 E Marriott Dr, Phoenix, AZ 85073",27,3,3.33
274,7a8nSGq152yAkKVKmsqpng,Cafe Bink,AZ,"36889 N Tom Darlington Dr, Carefree, AZ 85377",126,11,3.64
275,qwmHm3s8p7J12AIY6Co8HQ,Pita Jungle,AZ,"7530 W Bell Rd, Ste 106, Glendale, AZ 85308",168,16,3.75
276,qb4PzVr19bXXLBf71dd5kQ,Dukes Sports Bar & Grill,AZ,"7607 E McDowell Rd, Scottsdale, AZ 85257",131,19,3.21
277,Oqm8u_eI_LVXOMAJ4wzP9g,Heart and Soul Cafe,AZ,"4705 E Carefree Hwy, Cave Creek, AZ 85331",103,9,3.89
278,41t-hpClH6k5ZlK39Q3WIQ,MountainSide,NV,"1442 E Lake Mead Pkwy, Henderson, NV 89015",25,2,4.0
279,L9ANG1S2a-ap3FDASsyNgw,Bar Bistro 608 / Rooftop Bar,WI,"Hilldale Mall, 430 N Midvale Blvd, Madison, WI 53705",7,1,2.0
280,0q98gY5I_5Ad_zLowCDkGA,Lakeside Bar & Grill,AZ,"Lake Pleasant Towne Center, 9980 W Happy Valley Rd, Peoria, AZ 85383",59,7,3.57
281,jfXqQTdxktGQWkELGn-7wA,The Cheesecake Factory,AZ,"Superstition Springs Center, 6613 E Southern Ave, Mesa, AZ 85206",58,4,3.75
282,M_b7P2IBKY6zyqDmXE1kJA,Stratta,NV,"Wynn Las Vegas, 3131 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",191,5,2.8
283,6v0vQm3wXzaFoEywvpbnqg,BJ's Restaurant & Brewhouse,AZ,"9748 W. Northern Ave., Peoria, AZ 85345",110,17,3.53
